Home_Team,Away_Team,Result,Link,Season,Round,League
Watford,Aston Villa,3-2,https://www.besoccer.com/match/watford-fc/aston-villa-fc/20225435,2022,10,premier_league
Norwich City,Liverpool,0-3,https://www.besoccer.com/match/norwich-city-fc/liverpool/20225433,2022,10,premier_league
Newcastle,West Ham,2-4,https://www.besoccer.com/match/newcastle-united-fc/west-ham-united/20225432,2022,10,premier_league
Tottenham Hotspur,Man. City,1-0,https://www.besoccer.com/match/tottenham-hotspur-fc/manchester-city-fc/20225434,2022,10,premier_league
Brentford,Arsenal,2-0,https://www.besoccer.com/match/brentford/arsenal/20225426,2022,11,premier_league
Man. Utd,Leeds United,5-1,https://www.besoccer.com/match/manchester-united-fc/leeds-united-afc/20225431,2022,11,premier_league
Burnley,Brighton & Hove Albion,1-2,https://www.besoccer.com/match/burnley-fc/brighton-amp-hov/20225427,2022,11,premier_league
Chelsea,Crystal Palace,3-0,https://www.besoccer.com/match/chelsea-fc/crystal-palace-fc/20225428,2022,11,premier_league
Everton,Southampton,3-1,https://www.besoccer.com/match/everton-fc/southampton-fc/20225429,2022,11,premier_league
Leicester,Wolves,1-0,https://www.besoccer.com/match/leicester-city-fc/wolverhampton/20225430,2022,11,premier_league
Watford,Aston Villa,3-2,https://www.besoccer.com/match/watford-fc/aston-villa-fc/20225435,2022,11,premier_league
Norwich City,Liverpool,0-3,https://www.besoccer.com/match/norwich-city-fc/liverpool/20225433,2022,11,premier_league
Newcastle,West Ham,2-4,https://www.besoccer.com/match/newcastle-united-fc/west-ham-united/20225432,2022,11,premier_league
Tottenham Hotspur,Man. City,1-0,https://www.besoccer.com/match/tottenham-hotspur-fc/manchester-city-fc/20225434,2022,11,premier_league
